City,State,Month,Weather Condition,Temperature (°C),Humidity (%),Rainfall Chances (%),Wind Speed (km/h),Fan Power Consumed (kWh),Light Power Consumed (kWh),Mixer Power Consumed (kWh),Washing Machine Power Consumed (kWh),Phone Charging Power Consumed (kWh),UPS Power Consumed (kWh),Grinder Power Consumed (kWh),AC Power Consumed (kWh),Heater Power Consumed (kWh),Fridge Power Consumed (kWh),TV Power Consumed (kWh),Total Power Consumed (kWh),Required Power Supply (kW),Current Power Supply (kW),Power Supply Status
Chikkaballapura,Karnataka,January,Sunny,34.69721828769558,39.214420271659684,47.71852593377612,5.4756220428653934,1.893206359573436,7.618483122417517,1.636066002547482,2.598677007884618,0.7907942491596301,0.20186222939281384,0.7640642351606012,2.6449398842234926,3.835921493733385,3.485709750942249,1.3501725923012646,26.819896927336487,1.1174957053056869,1.2534955755584312,Sufficient
Yadgir,Karnataka,January,Sunny,33.86494758862809,61.28086132281361,91.3379711369674,15.414770880046495,2.323473404236314,7.924923560299305,1.8514220377288997,2.3492045266893253,0.8418650707722317,1.084748137101592,0.38556877936082945,1.731257656617784,2.780349967365776,0.37070682520014886,2.857237697253397,24.500757662625606,1.0208649026094003,0.5613482766558849,Insufficient
Mandya,Karnataka,January,Cloudy,27.83596782950506,88.80856624818229,55.7211968834056,14.843888851857091,1.3297552458588373,2.8409617315031808,1.144164248624828,2.8471447269647787,0.2462451273918339,0.05536254843252153,0.6157281329697462,0.7824382567674404,0.4143634336989527,2.6007795283642388,0.6157053263012359,13.492648306877593,0.5621936794532331,0.639371591350625,Sufficient
Chitradurga,Karnataka,January,Cloudy,28.29846738564178,73.80588661414097,23.49065260564772,17.215455370170385,0.04913554019521427,8.98490616996417,1.8588298692326206,2.9605922693266917,0.23821343855373878,0.842609668766636,0.7880000035089981,3.955986628850061,0.6867275327563738,3.6901438523913965,0.10580831223978748,24.16095328578569,1.006706386907737,1.3476322940707477,Overflow
Davanagere,Karnataka,January,Sunny,21.200228331847022,43.63380003975142,92.31024528827511,4.710753659644017,0.7949499705060109,8.86852362302102,1.3654750803470552,2.4797671214169656,0.4776165713218121,0.1251294211254661,0.4694767575066072,2.3060552740409546,2.7288589938765577,1.8379021246103293,0.9434797228109748,22.397234660583752,0.9332181108576564,1.1072457819646395,Sufficient
Ballari,Karnataka,January,Cloudy,16.806917749399677,96.6016969465768,73.43211976176156,12.13810072018137,0.9348592060247879,1.524520397854785,0.4977991328953737,0.6008622521572785,0.45953027944458014,1.3055413058170002,0.49071403379689393,5.5632026118107305,3.4817374426550334,0.8689416950690859,1.5480502684729003,17.27575862599845,0.7198232760832687,0.6538323314071662,Insufficient
Kalaburagi,Karnataka,January,Cold,27.453267020172973,33.95517971744592,44.64810620145228,29.03581777876402,0.6160818358382025,1.3886053758342687,1.7610813105323337,2.4005349112549585,0.488998713641143,1.1645331642754606,0.951167328859678,1.0974093915336092,3.2906778112363044,3.510436518310058,2.904119142957649,19.573645504273664,0.8155685626780693,0.7538152516641212,Insufficient
Chikkamagaluru,Karnataka,January,Cloudy,35.51994081752604,54.79645938739441,53.673258322223774,2.14502781298381,4.692851885230025,6.3150903203529385,0.25348519038957273,0.765592616878601,0.9651470260019542,0.6414909297158926,0.6859379832336039,2.9167068991148715,1.7536257835478508,1.9253626668164743,0.4859647024031287,21.401256003684917,0.8917190001535382,1.3202406221182292,Overflow
Bangalore,Karnataka,February,Cloudy,34.833595025496464,67.94087299352711,85.20102764883632,27.909433722346414,4.772919525678177,6.3539629108283435,0.8760786498332516,1.098902593504466,0.7521279631033956,0.3432667928483477,0.13056844793053057,3.081520613748804,3.4051952110892296,2.533916919705616,1.6154281881633508,24.963887816433513,1.0401619923513963,0.611320654296288,Insufficient
Mysore,Karnataka,February,Sunny,39.63536665974622,83.0399820439238,98.08138595683897,25.46757584853176,2.1822980777237366,2.6180727229617817,0.5728468730970815,2.1223361476223412,0.5446492934669381,0.2526356418947533,0.8386157612403015,9.189719297901249,3.3149301475387687,2.2681535362967447,1.1055053488742854,25.009762848617978,1.042073452025749,0.9426644593412886,Insufficient
Mangalore,Karnataka,February,Cloudy,18.76465264120452,38.33468720704815,23.75161334872613,23.62429670012639,2.9510084976220123,1.4237962001094018,0.07757194535707557,2.509415439763978,0.294599889475077,1.8634047808280478,0.8872782224672721,2.4462529621189266,4.870815706808105,3.1734918466328867,1.354718147206865,21.852353638389648,0.910514734932902,0.757078732242968,Insufficient
Hubli,Karnataka,February,Cloudy,35.436874510299965,45.60714887915727,48.857398368710456,7.2982870702608285,0.9885243318454617,8.138993472643683,1.1109947272703444,1.2063373936684227,0.30170587790405856,1.76342334415233,0.6842667406749788,3.9432845887829937,3.7444147492090742,0.3323266602649627,1.2957300858732426,23.51000197228955,0.9795834155120646,1.0997338152559686,Sufficient
Dharwad,Karnataka,February,Sunny,27.73650949437865,71.38817144216802,96.38709368006718,14.955414435898318,1.1242007969219454,5.225694871808235,0.834103547024023,2.9804568300093397,0.4619323088318328,0.9200640005585379,0.28044071886004485,8.924519210684759,1.5398366442976763,4.808523669586576,1.433322659110969,28.533095257693937,1.1888789690705808,1.5450753257549652,Overflow
Belgaum,Karnataka,February,Cloudy,22.685101751797642,79.55045561091467,46.76230957790938,25.660095731546217,4.040332790729398,6.317901761253265,1.5510182853980385,2.1945651808818396,0.6369488820145177,0.4927025092544166,0.7113552927089742,8.502223326039427,4.1653937136086325,1.4080417122778455,2.393005215893726,32.41348867006008,1.3505620279191701,0.760717811331535,Insufficient
Tumkur,Karnataka,February,Sunny,24.61078724182326,66.02066844502872,3.2481326598759797,27.13150187765038,0.9233576307838892,5.904088200758694,1.687736099236753,2.6509163482013287,0.4933911733566325,0.9807782934300202,0.8000981936822162,6.16521650380383,0.47362378127692784,3.6260843876690396,0.5510520651930871,24.256342677392418,1.0106809448913507,1.2829699387874343,Overflow
Kolar,Karnataka,February,Cloudy,19.877652206705285,65.4254768707174,59.644190970236586,12.980903761521946,1.470339338263742,6.835993903255338,1.0217480294481618,2.8852362134180973,0.22222807731151284,1.2515789999784017,0.48959959346451354,5.641641895562399,4.238458589292225,4.491639745279214,2.855734736111744,31.404199121385346,1.3085082967243895,1.0017515831222013,Insufficient
Chikmagalur,Karnataka,February,Sunny,19.3953573968477,91.50410244695601,77.47677406459113,5.168148580189592,4.893970116214309,7.4441429558258445,1.6675653675813427,2.0467440300562694,0.2413182436540129,1.9233658273435703,0.385213569587491,6.818112848635951,4.276637143248775,4.624401827033148,1.1478589556917917,35.469330884872505,1.4778887868696877,1.296705050650136,Insufficient
Hassan,Karnataka,February,Cloudy,35.76387766215093,67.46458543846751,49.003012395343696,20.328470959782617,0.2943734841121981,2.753824301495337,1.2782687639839876,2.1189417754843816,0.03503641792624512,0.30125135250088886,0.29281804402911793,5.408452750551182,0.7143113419967656,0.6559604206785974,2.540540233936708,16.393778886695408,0.6830741202789753,0.9080326313002349,Overflow
Udupi,Karnataka,February,Sunny,16.883869208446313,69.21982388515397,93.24762996133605,28.308695510479318,1.6835605722652858,8.888197126336141,1.1207874713991914,0.44051065455291205,0.7859269168511898,1.8837069476500898,0.6633716874787261,9.354782014804877,4.256996478380361,3.119450755415155,0.00894675938359113,32.20623738451752,1.34192655768823,0.7649801055390103,Insufficient
Kodagu,Karnataka,February,Sunny,24.124971817464164,64.72392169579638,96.16985768547457,0.7495293459065222,3.563039066329972,2.528556709730468,1.7667979816896722,2.9232430617558753,0.2523040876085616,0.9329352757011384,0.9722303135256417,6.62794303786227,0.685013431552457,2.9956534386463094,2.18590063889069,25.43361704329305,1.0597340434705438,1.3024391689480608,Overflow
Bagalkot,Karnataka,February,Sunny,16.194736225634315,67.99103465008571,81.52280456178794,1.5541188164608588,0.37494805276690024,6.465867762955667,0.9558153096862423,2.5194729103349305,0.9035718384446171,0.7333542648734501,0.7868895601521244,3.691257448594829,4.301502105822989,0.4592072503694683,1.6672430709039805,22.859129574905197,0.9524637322877165,0.6086626112924215,Insufficient
Bijapur,Karnataka,February,Cloudy,30.16808195605101,98.0875649970857,22.380717695023588,5.358333622828846,2.9135049535927777,8.15749506059128,0.5954881234105474,0.9561018941612505,0.5318633469974601,0.6355186129623414,0.5656573537897519,5.02783067842117,1.3319572527835988,3.49855160219823,1.6753118413687713,25.889280720277178,1.0787200300115491,1.4500344229097604,Overflow
Chitradurga,Karnataka,February,Sunny,33.44820834936326,59.92957253221759,18.381301843788723,11.014163418359708,4.627736084226259,3.5854132470851807,1.7064953611112366,1.7615189908065898,0.7774097894229358,1.4644242616246563,0.04849858063563306,6.43903153856597,3.756264180792353,1.685590805121171,1.008557444099105,26.86094028349109,1.119205845145462,1.574033838351818,Overflow
Bidar,Karnataka,February,Sunny,15.870809006870665,73.53995164044235,23.711027493234702,15.199623153581078,2.9064347783648814,6.336140949336207,0.3769649338637353,0.03852402023793644,0.18985514104763368,1.726029197443885,0.33268615003207413,8.60636359134049,3.1217587357017713,2.78186200136038,2.8282940986523473,29.24491359738134,1.2185380665575558,1.2931648777408347,Sufficient
Gadag,Karnataka,February,Sunny,35.79236661062119,38.10615819651382,71.75094913734385,5.647271296663378,3.1428972183925734,2.8435710604941864,1.3468472816598522,0.31140968700850236,0.15876305252701195,1.5311728988879147,0.8765923708129492,9.426879197604558,3.415016089691545,1.3314923108180747,0.5493412099802744,24.933982377877438,1.03891593241156,1.0367181060880468,Insufficient
Haveri,Karnataka,February,Cloudy,28.80201237969574,90.41914855437761,43.235075628081766,3.830594476918936,2.230643689505442,3.718046303081861,1.5132079023599034,2.916476037785295,0.8204468950686281,0.5730401535015297,0.1315347715891536,9.73393197377982,4.649728641308618,3.3621100139317983,0.046135986955984754,29.69530236886803,1.2373042653695012,1.29180466698892,Sufficient
Koppal,Karnataka,February,Sunny,20.794298696393362,38.0061520658004,64.69899969192566,23.328921706847712,3.3489065754244844,5.581856683094717,0.344344243577672,0.42677886447272295,0.38804262608087736,0.4841738331898635,0.1273851025803815,1.0552668444621949,3.667925972426365,0.559315364676799,2.677820039117394,18.661816149103473,0.7775756728793114,1.0366751345653873,Overflow
Raichur,Karnataka,February,Cloudy,20.526538765070164,77.99915375267412,35.10772727427221,10.585324664711711,1.8082883859269967,2.0635969947911184,1.4886960087245016,0.4299914206658032,0.5289989410917115,1.826435113782911,0.008221530888549822,0.9917558235442903,2.4774883143764086,4.227273228923242,0.9780314140973826,16.828777176812917,0.7011990490338715,0.8771250727571281,Overflow
Ramanagara,Karnataka,February,Cloudy,32.02930937785394,76.79079723434374,68.05455299153797,18.523157449620815,3.9540940496433463,6.373634146830658,1.719086063539574,2.753304277045794,0.969622701861407,0.3217693826414354,0.2862859603564253,9.351012921534842,3.552341453639311,1.1465923827906073,2.5944939237147624,33.022237263598164,1.3759265526499236,1.3656398944606718,Insufficient
Shivamogga,Karnataka,February,Cloudy,20.884362786065935,85.50677672456086,85.64751392014851,25.13541889350236,2.331499789085103,9.576395052148277,1.4185387622210377,1.4191223197323226,0.16395844915526747,0.622003423618446,0.17912143467856878,2.376086733306276,0.11365256514648203,4.94884939897858,1.7390788741409282,24.88830680221129,1.0370127834254703,0.602652025020599,Insufficient
Dakshina Kannada,Karnataka,February,Sunny,26.665816912060855,76.92496307063155,8.73229189492154,15.603726970006706,0.7464537474230942,6.875435794392599,0.6316082245939989,0.31059594305849336,0.6591265571672189,0.8095955736964682,0.0023621311778614373,4.698757886052705,2.6007057372768427,4.502707902983926,0.07132847872693016,21.908677976550138,0.9128615823562557,1.265279837146098,Overflow
Chikkaballapura,Karnataka,February,Cloudy,39.18054317227104,80.2625068442018,28.719185603635978,3.0332464725853803,3.5156074530227555,3.924091184798163,1.5265406271971387,2.8667298167170476,0.623760135267273,0.7300581974714784,0.9706168983712475,8.302839074807737,4.49519752204116,0.28563852179400495,1.9095344845675215,29.15061391605553,1.2146089131689803,1.4642964267157628,Overflow
Yadgir,Karnataka,February,Sunny,16.919450837355036,93.24406481387439,0.18143621699394652,0.8066880714637836,2.5227692449624186,6.166541137487779,1.9048620959201437,0.62784316074187,0.7149043433268647,1.8328614695743488,0.2578286948019346,5.664968242227266,1.4424860305321747,4.22927566210736,2.9361209674479944,28.30046104913016,1.17918587704709,1.4468533525952019,Overflow
Mandya,Karnataka,February,Cloudy,27.54412429936132,84.20034963076719,10.282732491001656,15.094880034181344,4.668300585638046,8.228491570541092,0.3332209236994421,2.853799952063979,0.9501760942230251,0.8716940729113656,0.8721256249379279,6.653002008514185,3.631943879844442,1.079223543642112,0.9258899516520629,31.067868207667686,1.2944945086528203,1.6263585157068257,Overflow
Chitradurga,Karnataka,February,Sunny,18.255377675645704,68.82452389744611,78.84118597491803,17.22780630985046,2.6672920450035695,2.935751890856213,0.7159009458063612,0.0946696939630639,0.12744637657133429,1.472776129880701,0.5949440792148181,4.430888489542143,0.6078899349720523,2.2345779001927895,0.5241612069922151,16.40629869299526,0.6835957788748025,1.019938857063817,Overflow
Davanagere,Karnataka,February,Sunny,30.856283568685782,78.99423169129376,44.127194809435,1.8731987491293212,0.8352594139664449,5.878363672633079,1.148888118443052,1.5825336401300794,0.328948413798792,0.3577721621907761,0.2474528146529803,6.1140177069771156,0.2731175577162248,4.106664288561083,1.1984504193491463,22.071468208418775,0.9196445086841156,1.3510214883390042,Overflow
Ballari,Karnataka,February,Cloudy,33.361498878802905,91.99476600311965,35.47757328857715,0.5981882235031044,1.6563411050823063,8.274341206678727,1.9959588868260165,0.7980342100025991,0.23984776783686712,1.6889184656519625,0.575038970027915,2.878876122531091,3.0082261733166646,1.9299865343148181,0.6046007508757879,23.650170193144756,0.9854237580476982,1.3699169187616242,Overflow
Kalaburagi,Karnataka,February,Cloudy,39.516683604455956,41.023989497392556,7.262588401933179,2.5580371957889705,4.923035380989399,1.0957717403072142,1.0244897406417237,0.47122795716803934,0.9541235351165034,0.4276013270546313,0.34347822005650663,0.35348054003220164,2.2185436708030126,3.5831070521836823,0.4176126789080834,15.812471843260996,0.6588529934692081,0.8574333662533125,Overflow
Chikkamagaluru,Karnataka,February,Cloudy,32.4256121111311,51.027501605884524,51.74041329077512,28.73045461531332,0.13481024033998534,0.6457713239084861,0.4466895753296465,0.46459487938431665,0.38841627031129466,0.03902167714263749,0.6436847677721903,2.5180927987294743,1.923638667540562,0.21844182688608826,0.7262382302501276,8.14940025759481,0.3395583440664504,0.17210078869680168,Insufficient
Bangalore,Karnataka,March,Warm,19.031008296715886,63.59419871761391,55.59575377254825,2.9461250385584457,1.1911732310190826,5.558184104171341,1.00533976671807,0.2762265134344465,0.9564038937252952,1.3458534046786648,0.48340859129289293,4.62592521974409,4.084155995868252,2.0337342991828744,0.45482894009718655,22.015233959932193,0.9173014149971747,1.2412447206218145,Overflow
Mysore,Karnataka,March,Warm,19.418268269114787,45.00385885228657,6.6922091356260704,1.7308201405805612,0.11758274646711253,0.8211827130262839,1.4934910171975704,0.7879909529772385,0.144463245393879,0.5321638272640763,0.06965890535318309,4.185797074369693,3.5174543037398625,1.2385835711806208,1.0796573449845144,13.988025701954035,0.5828344042480847,0.7979992075443237,Overflow
Mangalore,Karnataka,March,Cloudy,35.90984945606887,96.01618656388663,86.9270782512631,14.047960125973667,1.7624727880983904,8.160139943880386,0.157440831287756,2.392855150231356,0.8407710381930891,1.846007687966455,0.011875919226683074,5.5991570719842905,0.6664925605988942,3.012847624336008,0.7759171532913628,25.225977769094673,1.0510824070456113,1.497318138015172,Overflow
Hubli,Karnataka,March,Sunny,19.595374076455734,32.39300980541993,35.879347588304626,0.8053069810866587,4.094296961708442,7.982490860527474,0.8218149386042384,1.8076361252788966,0.4681195345695538,1.2946866247029807,0.2941202695197632,0.7107409171565826,4.925489167118288,4.548243037482788,2.28283189522114,29.230470331890146,1.217936263828756,1.278592874457581,Sufficient
Dharwad,Karnataka,March,Warm,26.84955690137498,47.2644412715526,53.87408412427713,2.586236058707926,3.115310718157187,0.1829135098423773,1.7805014157109342,0.35582569296413935,0.8912606722643691,0.11059930466242385,0.41529034369559936,6.283376456451025,1.2998138762608613,3.773170252053853,2.8979336136070692,21.10599585566984,0.8794164939862433,0.679834939811851,Insufficient
Belgaum,Karnataka,March,Cloudy,39.187659378607194,40.6606804987416,21.276470234980003,9.81747018433379,2.2639394474536045,4.504923815475865,0.8788586761610182,2.608924371438021,0.32434286843243887,0.9833149422671439,0.3916279676053115,2.8798122460425213,4.214023854938375,4.748705097929303,0.5297187757384796,24.328192063482085,1.0136746693117535,0.9481124709199132,Insufficient
Tumkur,Karnataka,March,Sunny,27.84112592213757,38.7497328627708,80.39669798530159,29.837129285764476,0.39445995689487867,6.886343955248135,1.1159666537978643,1.5336851067430912,0.6461356171737619,0.9435348783777606,0.0850998192482294,7.432396585685762,4.773784755178011,3.805578465995288,2.911903729522136,30.528889523864922,1.2720370634943718,1.114383201496286,Insufficient
Kolar,Karnataka,March,Cloudy,16.966754834538925,59.814388935136535,72.44566686353625,0.5993416610196267,1.9158099615877084,5.226246967620625,0.08435350266777997,1.0744398524142615,0.760504274544534,0.9290205378790366,0.888817440414245,8.019320044387007,1.7442394336427354,2.9250960284839422,2.5130403963074164,26.080888439949295,1.0867036849978873,1.131381448863111,Sufficient
Chikmagalur,Karnataka,March,Warm,29.523229333524483,53.19841851628155,59.63004394156047,3.0088290706729026,2.8921283514293146,5.505021596379816,0.02110032300371456,0.42572159483034167,0.06671974214903242,1.549328275478373,0.03926763100036956,5.0396273833300125,4.615619626497892,2.7554217938520607,0.9454080572123318,23.855364375163262,0.9939735156318026,1.2767044718995737,Overflow
Hassan,Karnataka,March,Sunny,20.545224741506637,66.60678411526837,84.30115416215915,21.006412717125265,4.974117207618724,5.149343362363615,1.360202363600751,2.02055652605609,0.39416856125865507,0.8384158211699284,0.10808091859335789,9.098239129451969,2.932170007156975,2.3141357170423484,2.5862498701749366,31.775679484487345,1.3239866451869726,1.1164255266527519,Insufficient
Udupi,Karnataka,March,Cloudy,17.565314465669267,69.89436779940246,28.066668771291038,9.198072551483754,1.1855092495093367,0.26183851348316467,0.7479219686564718,1.6422579543705553,0.24548487622647397,0.5253655417088501,0.10708381460663174,0.26745433405582997,4.06424552227446,3.702647515642934,0.8957478999843699,13.645557190519076,0.5685648829382949,0.46378529819950964,Insufficient
Kodagu,Karnataka,March,Cloudy,19.108016632025112,99.06301424893972,97.76722463751332,0.968278707791359,1.3546153561136143,8.970187686480013,0.060606212585418096,1.6284274075164045,0.11117395752515824,0.3961015317102985,0.5161049964279707,1.7190694877189916,1.1487722679666428,3.174188599048429,0.5545921390831131,19.633839642176053,0.8180766517573356,1.0495454828831,Overflow
Bagalkot,Karnataka,March,Warm,18.12591451938487,95.11269346046167,9.035705920852621,5.591007319226625,1.2756923360343109,8.980730476295388,1.52859874795964,2.898093628926769,0.5802988277296247,0.44747779822713674,0.8604885953883158,0.901327326358734,2.863417872212566,1.5133779196932395,0.9008872980026471,22.750390826828376,0.947932951117849,1.2087689326094428,Overflow
